destination,origin,valueCars,valueCoal,valueCoffee,valueIron_Steel,valueNaturalGas,valueOil,destination_fullname,origin_fullname,period,unitcode,unit,year,contig,comlang_off,comlang_ethno,comcol,col45,distw,pop_o,pop_d,gdp_o,gdp_d,gdpcap_o,gdpcap_d,area_o,area_d,tdiff,heg_o,heg_d,conflict,indepdate,comcur,comrelig,comleg_pretrans,comleg_posttrans,transition_legalchange,legold_o,legold_d,legnew_o,legnew_d,gatt_o,gatt_d,fta_wto,fta_hmr,eu_o,eu_d
HKG,BRA,,,3386103,188474,,,"Hong Kong, China",Brazil,Annual,USD,US$,2016,0,0,0,0,0,17662.09117195434,207.8475341796875,7.305699825286865,1774724841472,309234499584,8538.5898,42327.84,8511920,1092,11.5,0,0,,,0,.072367005,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
IDN,BRA,55294,,10046828,184799816,,,Indonesia,Brazil,Annual,USD,US$,2016,0,0,0,0,0,16024.36555030365,207.8475341796875,257.5638122558594,1774724841472,861933993984,8538.5898,3346.4871,8511920,1933658,11.5,0,0,,,0,.026060002,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
IND,BRA,45742,,,161599545,25276408,1334643863,India,Brazil,Annual,USD,US$,2016,0,0,0,0,0,13949.71505232086,207.8475341796875,1311.050537109375,1774724841472,2095398387712,8538.5898,1598.259,8511920,3287590,9,0,0,,,0,.01197,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
ISR,BRA,,,4813000,1017000,,,Israel,Brazil,Annual,USD,US$,2016,0,0,0,0,0,10172.15798539276,207.8475341796875,8.380399703979492,1774724841472,299415699456,8538.5898,35728.094,8511920,21621,5.5,0,0,,,0,.0089400001,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
JOR,BRA,2957,,16174684,79215,,,Jordan,Brazil,Annual,USD,US$,2016,0,0,0,0,0,10256.53519329987,207.8475341796875,7.594546794891357,1774724841472,37517410304,8538.5898,4940.0459,8511920,91862,5.5,0,0,,,0,.015976001,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
JPN,BRA,3488747,22795,438491951,275392254,,,Japan,Brazil,Annual,USD,US$,2016,0,0,0,0,0,17981.97959774017,207.8475341796875,126.9584732055664,1774724841472,4123257733120,8538.5898,32477.215,8511920,377801,11.5,0,0,,,0,.0056280005,0,0,0,fr,ge,fr,ge,1,1,0,,0,0
KAZ,BRA,,,83596,300207,,,Kazakhstan,Brazil,Annual,USD,US$,2016,0,0,0,0,0,13448.49075115585,207.8475341796875,17.54412651062012,1774724841472,184388435968,8538.5898,10509.981,8511920,2717300,9,0,0,,,0,.02761,0,1,1,fr,so,fr,fr,1,1,0,,0,0
KNA,BRA,,,9382,,,,Saint Kitts and Nevis,Brazil,Annual,USD,US$,2016,0,0,0,0,0,4716.696322687912,207.8475341796875,.0555719994008541,1774724841472,876478528,8538.5898,15771.945,8511920,269,.5,0,0,,,0,.092795998,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
KOR,BRA,592978,594,83132944,240174724,5096377,,"Korea, Republic of",Brazil,Annual,USD,US$,2016,0,0,0,0,0,17793.03909474945,207.8475341796875,50.61704635620117,1774724841472,1377873166336,8538.5898,27221.525,8511920,99484,11.5,0,0,,,0,.039122,0,0,0,fr,ge,fr,ge,1,1,0,,0,0
MAC,BRA,,,256559,,,,"Macao, China",Brazil,Annual,USD,US$,2016,0,1,1,0,0,17999.5625,207.8475341796875,.5876060128211975,1774724841472,46177533952,8538.5898,78585.875,8511920,25,11.5,0,0,,,0,.077464007,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MAR,BRA,7976,,1860130,10350107,393,,Morocco,Brazil,Annual,USD,US$,2016,0,0,0,0,0,7057.326004717636,207.8475341796875,34.37751007080078,1774724841472,100593287168,8538.5898,2926.1365,8511920,710850,3.5,0,0,,,0,.0027500002,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MDA,BRA,,,9747,,,,"Moldova, Republic of",Brazil,Annual,USD,US$,2016,0,0,0,0,0,10321.72987965927,207.8475341796875,3.554150104522705,1774724841472,6568288768,8538.5898,1848.0618,8511920,33700,5.5,0,0,,,0,0,0,1,1,fr,so,fr,fr,1,1,0,,0,0
MDG,BRA,,,3545,,,,Madagascar,Brazil,Annual,USD,US$,2016,0,0,0,0,0,9626.449686493683,207.8475341796875,24.23538970947266,1774724841472,9738652672,8538.5898,401.83603,8511920,587041,6.5,0,0,,,0,.23709701,1,1,0,fr,fr,fr,fr,1,0,0,,0,0
MDV,BRA,,,10647,1791,,,Maldives,Brazil,Annual,USD,US$,2016,0,0,0,0,0,13106.23587685089,207.8475341796875,.4091629981994629,1774724841472,3435244544,8538.5898,8395.7852,8511920,298,8.5,0,0,,,0,.0018770001,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
MEX,BRA,287411350,,31856315,193528820,925,,Mexico,Brazil,Annual,USD,US$,2016,0,0,0,0,0,7621.778470418549,207.8475341796875,127.0172271728516,1774724841472,1143793123328,8538.5898,9005.0234,8511920,1967210,3.5,0,0,,,0,.83194602,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MLI,BRA,,,,27621,,,Mali,Brazil,Annual,USD,US$,2016,0,0,0,0,0,5464.313862472534,207.8475341796875,17.59969329833984,1774724841472,12746688512,8538.5898,724.25629,8511920,1240142,3.5,0,0,,,0,.0070259999,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MNE,BRA,15050,,5516944,,,,Montenegro,Brazil,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,BRA,,,24996,,,,Mongolia,Brazil,Annual,USD,US$,2016,0,0,0,0,0,15762.14259464722,207.8475341796875,2.959134101867676,1774724841472,11741338624,8538.5898,3967.8291,8511920,1565500,11,0,0,,,0,.000014,0,0,0,fr,so,fr,ge,1,1,0,,0,0
MOZ,BRA,,,,4037,,,Mozambique,Brazil,Annual,USD,US$,2016,0,1,1,0,0,8340.839990216828,207.8475341796875,27.97786331176758,1774724841472,14807075840,8538.5898,529.24255,8511920,801590,5.5,0,0,,,0,.27854201,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MUS,BRA,,,173902,,2040,,Mauritius,Brazil,Annual,USD,US$,2016,0,0,0,0,0,10563.10292662277,207.8475341796875,1.262604951858521,1774724841472,11681761280,8538.5898,9252.1113,8511920,2045,7.5,0,0,,,0,.27446002,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MYS,BRA,,,23677024,14665343,,14591686,Malaysia,Brazil,Annual,USD,US$,2016,0,0,0,0,0,16193.41868948364,207.8475341796875,30.33100700378418,1774724841472,296283176960,8538.5898,9768.3262,8511920,329758,11.5,0,0,,,0,.025638001,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
NIC,BRA,143291,,203,89922,,,Nicaragua,Brazil,Annual,USD,US$,2016,0,0,0,0,0,5695.206151649475,207.8475341796875,6.082032203674316,1774724841472,12692561920,8538.5898,2086.8948,8511920,130670,2.5,0,0,,,0,.83322603,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
NOR,BRA,52388,,51495007,605997,,,Norway,Brazil,Annual,USD,US$,2016,0,0,0,0,0,10018.32473417053,207.8475341796875,5.195920944213867,1774724841472,386578448384,8538.5898,74400.375,8511920,323752,4.5,0,0,,,0,.041755002,0,0,0,fr,sc,fr,sc,1,1,0,,0,0
NPL,BRA,,,716,,,,Nepal,Brazil,Annual,USD,US$,2016,0,0,0,0,0,14768.86734118957,207.8475341796875,28.51370048522949,1774724841472,21194887168,8538.5898,743.32294,8511920,147181,9.25,0,0,,,0,.000030000001,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
NZL,BRA,40209,,9099460,109662,,,New Zealand,Brazil,Annual,USD,US$,2016,0,0,0,0,0,12407.41280983353,207.8475341796875,4.595699787139893,1774724841472,173754073088,8538.5898,37807.969,8511920,268676,8.125,0,0,,,0,.17934601,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
PAN,BRA,894071,,,24396713,,,Panama,Brazil,Annual,USD,US$,2016,0,0,0,0,0,4948.142201635361,207.8475341796875,3.929141044616699,1774724841472,52132290560,8538.5898,13268.114,8511920,75648,1.5,0,0,,,0,.74842501,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
PER,BRA,42855301,,11350,225000549,,94271714,Peru,Brazil,Annual,USD,US$,2016,1,0,0,0,0,3592.375650028801,207.8475341796875,31.37667083740234,1774724841472,189111140352,8538.5898,6027.126,8511920,1285216,1.5,0,0,,,0,.83605802,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
PHL,BRA,,,2881,56475,,,Philippines,Brazil,Annual,USD,US$,2016,0,0,0,0,0,18221.51359905548,207.8475341796875,100.6993942260742,1774724841472,292451385344,8538.5898,2904.2021,8511920,300000,11.5,0,0,,,0,.73996103,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
PRY,BRA,34775003,4541,1871535,55686875,186831,7010,Paraguay,Brazil,Annual,USD,US$,2016,1,0,0,0,0,1633.13640720644,207.8475341796875,6.63912296295166,1774724841472,27093938176,8538.5898,4080.9514,8511920,406752,.5,0,0,,,0,.84364003,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
QAT,BRA,,,551103,671356,,,Qatar,Brazil,Annual,USD,US$,2016,0,0,0,0,0,11486.21190446701,207.8475341796875,2.235354900360107,1774724841472,164641488896,8538.5898,73653.398,8511920,11437,6.5,0,0,,,0,.011820001,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
SAU,BRA,,,7564040,29004777,,,"Saudi Arabia, Kingdom of",Brazil,Annual,USD,US$,2016,0,0,0,0,0,10659.19153927078,207.8475341796875,31.54037284851074,1774724841472,646001852416,8538.5898,20481.744,8511920,2153168,6.5,0,0,,,0,.0019060001,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
SEN,BRA,63639,,,,,,Senegal,Brazil,Annual,USD,US$,2016,0,0,0,0,0,4811.404358841896,207.8475341796875,15.12927341461182,1774724841472,13609989120,8538.5898,899.57983,8511920,196722,3.5,0,0,,,0,.050117999,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
SGP,BRA,,,2899757,188054285,,,Singapore,Brazil,Annual,USD,US$,2016,0,0,0,0,0,16065.49783012848,207.8475341796875,5.5350022315979,1774724841472,292739317760,8538.5898,52888.746,8511920,646,11.5,0,0,,,0,.042479999,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
SLV,BRA,354452,,,370055,,,El Salvador,Brazil,Annual,USD,US$,2016,0,0,0,0,0,6040.357678780746,207.8475341796875,6.126583099365234,1774724841472,25850200064,8538.5898,4219.3501,8511920,21041,2.5,0,0,,,0,.84559602,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
SUR,BRA,9907,,3036,,,,Suriname,Brazil,Annual,USD,US$,2016,1,0,0,0,0,3056.091981235313,207.8475341796875,.5429750084877014,1774724841472,5150291456,8538.5898,9485.3193,8511920,163820,.5,0,0,,,0,.33085001,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
THA,BRA,13144,,175306,107937003,,,Thailand,Brazil,Annual,USD,US$,2016,0,0,0,0,0,16232.15474871826,207.8475341796875,67.95935821533203,1774724841472,395168022528,8538.5898,5814.77,8511920,513115,10.5,0,0,,,0,.0036310002,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
TUN,BRA,9356,,13172668,7403208,,,Tunisia,Brazil,Annual,USD,US$,2016,0,0,0,0,0,8380.654167002869,207.8475341796875,11.1077995300293,1774724841472,43015090176,8538.5898,3872.5122,8511920,164150,4.5,0,0,,,0,.0018720001,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
UKR,BRA,1560,,7403918,11612646,,,Ukraine,Brazil,Annual,USD,US$,2016,0,0,0,0,0,10689.79251284637,207.8475341796875,45.19820022583008,1774724841472,90615021568,8538.5898,2004.8369,8511920,603677,5.5,0,0,,,0,0,0,1,1,fr,so,fr,fr,1,1,0,,0,0
URY,BRA,134586279,,2882954,26114459,,70310181,Uruguay,Brazil,Annual,USD,US$,2016,1,0,0,0,0,2167.731002864361,207.8475341796875,3.431555032730103,1774724841472,53442699264,8538.5898,15573.901,8511920,176215,.5,0,0,,,0,.52316999,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
USA,BRA,161403716,13787,1086830630,2062114677,285052294,1057868268,United States of America,Brazil,Annual,USD,US$,2016,0,0,0,0,0,8088.513875954437,207.8475341796875,321.4188232421875,1774724841472,18036648050688,8538.5898,56115.719,8511920,9529106,4,0,0,,,0,.280848,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
ZAF,BRA,,,6242004,29806995,,,South Africa,Brazil,Annual,USD,US$,2016,0,0,0,0,0,7342.994269262696,207.8475341796875,54.9569206237793,1774724841472,314571948032,8538.5898,5723.9731,8511920,1219912,5.5,0,0,,,0,.106925,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
ZWE,BRA,,,1766,141,,,Zimbabwe,Brazil,Annual,USD,US$,2016,0,0,0,0,0,7918.614709966278,207.8475341796875,15.60275077819824,1774724841472,14419185664,8538.5898,924.1438,8511920,390759,5.5,0,0,,,0,.135001,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
CHN,BRB,,,8103,,,,China,Barbados,Annual,USD,US$,2016,0,0,0,0,0,14553.7209963604,.2842150032520294,1371.219970703125,4385249792,11007720161280,15429.34,8027.6836,431,9572378,12,0,0,,,0,.000048000002,0,0,0,uk,so,uk,ge,1,1,0,,0,0
CHT,BRB,,,,379800,,,Chinese Taipei,Barbados,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEC,BRB,,,97,,,,European Union,Barbados,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,BRB,5927,,,,,,Guyana,Barbados,Annual,USD,US$,2016,0,1,1,1,0,752.2293253851652,.2842150032520294,.7670850157737732,4385249792,3166029056,15429.34,4127.3511,431,214970,0,0,0,,,0,.070560001,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
IDN,BRB,,,,61272,,,Indonesia,Barbados,Annual,USD,US$,2016,0,0,0,0,0,18373.83783685608,.2842150032520294,257.5638122558594,4385249792,861933993984,15429.34,3346.4871,431,1933658,12,0,0,,,0,.018397002,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
KNA,BRB,,,,68124,,,Saint Kitts and Nevis,Barbados,Annual,USD,US$,2016,0,1,1,1,0,991.3502507901907,.2842150032520294,.0555719994008541,4385249792,876478528,15429.34,15771.945,431,269,0,0,0,,,0,.177478,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
MEX,BRB,,,,9052,,,Mexico,Barbados,Annual,USD,US$,2016,0,0,0,0,0,4545.567419851017,.2842150032520294,127.0172271728516,4385249792,1143793123328,15429.34,9005.0234,431,1967210,3,0,0,,,0,.059857,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
SUR,BRB,355857,,,,,,Suriname,Barbados,Annual,USD,US$,2016,0,0,0,0,0,1036.79065479784,.2842150032520294,.5429750084877014,4385249792,5150291456,15429.34,9485.3193,431,163820,1,0,0,,,0,.143012,0,0,0,uk,fr,uk,fr,1,1,1,,0,0
THA,BRB,,,,225950,,,Thailand,Barbados,Annual,USD,US$,2016,0,0,0,0,0,16329.14135474434,.2842150032520294,67.95935821533203,4385249792,395168022528,15429.34,5814.77,431,513115,11,0,0,,,0,.000978,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
USA,BRB,,,,22828,,,United States of America,Barbados,Annual,USD,US$,2016,0,1,1,0,0,4439.89175931263,.2842150032520294,321.4188232421875,4385249792,18036648050688,15429.34,56115.719,431,9529106,3.5,0,0,,,0,.162468,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
ZAF,BRB,,,,3271,,,South Africa,Barbados,Annual,USD,US$,2016,0,1,1,0,0,10369.52283108215,.2842150032520294,54.9569206237793,4385249792,314571948032,15429.34,5723.9731,431,1219912,6,0,0,,,0,.13564201,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
AUS,BRN,,,,,,233752725,Australia,Brunei Darussalam,Annual,USD,US$,2016,0,0,0,0,0,5453.76068913269,.4231880009174347,23.78116989135742,12930395136,1339140472832,30554.73,56310.957,5765,7686848,1.3500004,0,0,,,0,.013341,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
BOL,BRN,,,,2847,,,"Bolivia, Plurinational State of",Brunei Darussalam,Annual,USD,US$,2016,0,0,0,0,0,18607.935171138,.4231880009174347,10.72470474243164,12930395136,32997685248,30554.73,3076.792,5765,1098581,12,0,0,,,0,.029853001,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
CHN,BRN,,,,,32143004,128068013,China,Brunei Darussalam,Annual,USD,US$,2016,0,0,0,0,0,3496.265566255188,.4231880009174347,1371.219970703125,12930395136,11007720161280,30554.73,8027.6836,5765,9572378,0,0,0,,,0,.015408,0,0,0,uk,so,uk,ge,1,1,1,,0,0
CHT,BRN,,,,21900,92454900,,Chinese Taipei,Brunei Darussalam,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEC,BRN,189982,,54906,,,,European Union,Brunei Darussalam,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,BRN,,,,1528486,,79731525,Indonesia,Brunei Darussalam,Annual,USD,US$,2016,0,0,1,0,0,1442.359358672142,.4231880009174347,257.5638122558594,12930395136,861933993984,30554.73,3346.4871,5765,1933658,0,0,0,,,0,.28002,0,0,0,uk,fr,uk,fr,1,1,1,,0,0
IND,BRN,,,,,,627598782,India,Brunei Darussalam,Annual,USD,US$,2016,0,0,0,1,0,4507.66410724945,.4231880009174347,1311.050537109375,12930395136,2095398387712,30554.73,1598.259,5765,3287590,2.5,0,0,,,0,.075008996,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
JPN,BRN,,,,,1618296938,71731169,Japan,Brunei Darussalam,Annual,USD,US$,2016,0,0,0,0,0,4159.283298271561,.4231880009174347,126.9584732055664,12930395136,4123257733120,30554.73,32477.215,5765,377801,1,0,0,,,0,.000291,0,0,0,uk,ge,uk,ge,1,1,1,,0,0
KOR,BRN,,,26,,558523785,127756278,"Korea, Republic of",Brunei Darussalam,Annual,USD,US$,2016,0,0,0,0,0,3786.793205413818,.4231880009174347,50.61704635620117,12930395136,1377873166336,30554.73,27221.525,5765,99484,1,0,0,,,0,.0025900002,0,0,0,uk,ge,uk,ge,1,1,1,,0,0
MEX,BRN,,,,357,,,Mexico,Brunei Darussalam,Annual,USD,US$,2016,0,0,0,0,0,15087.78607630615,.4231880009174347,127.0172271728516,12930395136,1143793123328,30554.73,9005.0234,5765,1967210,9,0,0,,,0,.030436,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
MYS,BRN,,,2028,996985,102424977,16497206,Malaysia,Brunei Darussalam,Annual,USD,US$,2016,1,1,1,1,0,1254.450243223381,.4231880009174347,30.33100700378418,12930395136,296283176960,30554.73,9768.3262,5765,329758,0,0,0,,,0,.318198,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
NZL,BRN,40318,,,,,151517670,New Zealand,Brunei Darussalam,Annual,USD,US$,2016,0,0,0,0,0,7848.712104072571,.4231880009174347,4.595699787139893,12930395136,173754073088,30554.73,37807.969,5765,268676,4.375,0,0,,,0,.010153,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
PHL,BRN,12041,,,,,13560007,Philippines,Brunei Darussalam,Annual,USD,US$,2016,0,0,0,0,0,1269.397805482292,.4231880009174347,100.6993942260742,12930395136,292451385344,30554.73,2904.2021,5765,300000,0,0,0,,,0,.054935999,0,0,0,uk,fr,uk,fr,1,1,1,,0,0
SEN,BRN,14093,,,,,,Senegal,Brunei Darussalam,Annual,USD,US$,2016,0,0,0,0,0,14273.83456983032,.4231880009174347,15.12927341461182,12930395136,13609989120,30554.73,899.57983,5765,196722,8,0,0,,,0,.58602297,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
SGP,BRN,,,,290400,,45020489,Singapore,Brunei Darussalam,Annual,USD,US$,2016,0,0,1,1,0,1264.2687142416,.4231880009174347,5.5350022315979,12930395136,292739317760,30554.73,52888.746,5765,646,0,0,0,,,0,.11349799,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
THA,BRN,,,,,,583028033,Thailand,Brunei Darussalam,Annual,USD,US$,2016,0,0,0,0,0,1845.804678726196,.4231880009174347,67.95935821533203,12930395136,395168022528,30554.73,5814.77,5765,513115,1,0,0,,,0,.025187999,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
USA,BRN,,,121486,,,,United States of America,Brunei Darussalam,Annual,USD,US$,2016,0,0,0,0,0,14329.0305443573,.4231880009174347,321.4188232421875,12930395136,18036648050688,30554.73,56115.719,5765,9529106,8.5,0,0,,,0,.019532001,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
CHN,BTN,,,,123000,,,China,Bhutan,Annual,USD,US$,2016,1,0,0,0,0,2791.448325756836,.7748299837112427,1371.219970703125,2057947648,11007720161280,2655.999,8027.6836,46620,9572378,2,0,0,,,0,.0012000001,0,0,0,uk,so,uk,ge,0,1,0,,0,0
EEC,BTN,,,,1693113,,,European Union,Bhutan,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,BTN,,,,84703542,,,India,Bhutan,Annual,USD,US$,2016,1,0,0,0,0,1512.026656223249,.7748299837112427,1311.050537109375,2057947648,2095398387712,2655.999,1598.259,46620,3287590,.5,0,0,,,1,.0058000004,1,1,0,uk,uk,uk,uk,0,1,1,,0,0
NPL,BTN,,92784,,,,,Nepal,Bhutan,Annual,USD,US$,2016,0,0,1,0,0,510.2557096288204,.7748299837112427,28.51370048522949,2057947648,21194887168,2655.999,743.32294,46620,147181,.25,0,0,,,0,.0015,1,1,0,uk,uk,uk,uk,0,1,1,,0,0
GUY,BWA,4816,,,,,,Guyana,Botswana,Annual,USD,US$,2016,0,1,1,1,0,9719.675367800141,2.262485027313232,.7670850157737732,14389716992,3166029056,6360.1382,4127.3511,600372,214970,6,0,0,,,0,.065159999,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
IND,BWA,,,,2328,,,India,Botswana,Annual,USD,US$,2016,0,1,1,1,0,7492.53374964981,2.262485027313232,1311.050537109375,14389716992,2095398387712,6360.1382,1598.259,600372,3287590,3.5,0,0,,,0,.0041700001,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
MOZ,BWA,92753,,,21,,,Mozambique,Botswana,Annual,USD,US$,2016,0,0,0,0,0,1079.561893629265,2.262485027313232,27.97786331176758,14389716992,14807075840,6360.1382,529.24255,600372,801590,0,0,0,,,0,.047739998,0,0,0,uk,fr,uk,fr,1,1,1,,0,0
ZAF,BWA,493024,3986714,2379,5782597,365,42,South Africa,Botswana,Annual,USD,US$,2016,1,1,1,0,0,745.4750161211014,2.262485027313232,54.9569206237793,14389716992,314571948032,6360.1382,5723.9731,600372,1219912,0,0,0,,,0,.114296,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
ZWE,BWA,1695599,490643,,1601609,6920,,Zimbabwe,Botswana,Annual,USD,US$,2016,1,1,1,1,0,706.130188702035,2.262485027313232,15.60275077819824,14389716992,14419185664,6360.1382,924.1438,600372,390759,0,0,0,,,0,.070887998,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
EEC,CAF,30726,,384964,,,,European Union,Central African Republic,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,CAF,49696,,,,,,Egypt,Central African Republic,Annual,USD,US$,2016,0,0,0,0,0,3097.599620536423,4.90027379989624,91.50808715820313,1583776768,330778542080,323.20169,3614.7466,622984,1001449,1,0,0,,,0,.027838001,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
HKG,CAF,,,271,,,,"Hong Kong, China",Central African Republic,Annual,USD,US$,2016,0,0,0,0,0,10385.60680676346,4.90027379989624,7.305699825286865,1583776768,309234499584,323.20169,42327.84,622984,1092,7,0,0,,,0,.063809,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
MEX,CAF,,,146,,,,Mexico,Central African Republic,Annual,USD,US$,2016,0,0,0,0,0,12812.21016620636,4.90027379989624,127.0172271728516,1583776768,1143793123328,323.20169,9005.0234,622984,1967210,8,0,0,,,0,.31945696,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
TCD,CAF,1360,,,,,,Chad,Central African Republic,Annual,USD,US$,2016,1,1,0,1,0,785.7788017161131,4.90027379989624,14.03747177124023,1583776768,10888798208,323.20169,775.69513,622984,1284005,0,0,0,,,1,.14159,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
ALB,CAN,1717403,,,,,,Albania,Canada,Annual,USD,US$,2016,0,0,0,0,0,7842.518149364852,35.85177230834961,2.889167070388794,1550536540160,11398392832,43248.531,3945.2175,9976139,28748,6.4166665,0,0,,,0,.0012300001,0,0,0,uk,so,uk,fr,1,1,0,,0,0
ARG,CAN,1698965,14700535,,1563282,,,Argentina,Canada,Annual,USD,US$,2016,0,0,0,0,0,9391.460933694458,35.85177230834961,43.41675567626953,1550536540160,583168557056,43248.531,13431.878,9976139,2766889,2.4166665,0,0,,,0,.43485999,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
ARM,CAN,871478,,,382,,,Armenia,Canada,Annual,USD,US$,2016,0,0,0,0,0,9157.498552880477,35.85177230834961,3.017712116241455,1550536540160,10529182720,43248.531,3489.1277,9976139,29800,9.416666,0,0,,,0,0,0,0,0,uk,so,uk,fr,1,1,0,,0,0
AUS,CAN,13222440,,2418309,9417291,,,Australia,Canada,Annual,USD,US$,2016,0,1,1,0,0,15391.0734697834,35.85177230834961,23.78116989135742,1550536540160,1339140472832,43248.531,56310.957,9976139,7686848,9.2333336,0,0,,,0,.207508,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
BFA,CAN,132425,,,100160,,,Burkina Faso,Canada,Annual,USD,US$,2016,0,1,1,0,0,8641.393865379905,35.85177230834961,18.10556983947754,1550536540160,10678202368,43248.531,589.77441,9976139,274200,5.4166665,0,0,,,0,.049256001,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
BHR,CAN,18206349,,24361,5275,,12698,"Bahrain, Kingdom of",Canada,Annual,USD,US$,2016,0,0,0,0,0,10760.64148123856,35.85177230834961,1.37723696231842,1550536540160,31125850112,43248.531,22600.215,9976139,678,8.416666,0,0,,,0,.012092,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
BLZ,CAN,330436,,151,65712,,,Belize,Canada,Annual,USD,US$,2016,0,1,1,0,0,3578.402045038795,35.85177230834961,.3592869937419891,1550536540160,1752861184,43248.531,4878.7217,9976139,22963,.58333349,0,0,,,0,.35036001,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
BOL,CAN,13754089,,,289188,,,"Bolivia, Plurinational State of",Canada,Annual,USD,US$,2016,0,0,0,0,0,7588.083165394783,35.85177230834961,10.72470474243164,1550536540160,32997685248,43248.531,3076.792,9976139,1098581,1.4166665,0,0,,,0,.43785799,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
BRA,CAN,12579043,101049971,,4190950,3841,,Brazil,Canada,Annual,USD,US$,2016,0,0,0,0,0,8458.686051068878,35.85177230834961,207.8475341796875,1550536540160,1774724841472,43248.531,8538.5898,9976139,8511920,1.9166665,0,0,,,0,.42099401,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
CHE,CAN,33546639,,4509,1607599,,,Switzerland,Canada,Annual,USD,US$,2016,0,1,1,0,0,6711.411821363258,35.85177230834961,8.286975860595703,1550536540160,670789926912,43248.531,80945.078,9976139,41288,6.4166665,0,0,,,0,.37393799,0,0,0,uk,ge,uk,ge,1,1,1,,0,0
